null_model	statistic	observed	null_mean	null_sd	null_q025	null_q975	tail	empirical_p	n_permutations	z_vs_null
gene_identity_permutation	spearman_rho	0.7937219372307975	-0.00012558027808561923	0.06756846302978153	-0.13327441817953317	0.13202386120854132	two_sided	4.999750012499375e-05	20000	11.748787554320812
gene_identity_permutation	direction_concordance_pct	86.7579908675799	50.01310502283105	3.3793186415211607	43.83561643835616	56.62100456621005	upper	4.999750012499375e-05	20000	10.873459931617628
