dataset	original_id	ensembl	symbol	mapping_source	duplicate_status	included	exclusion_reason
OKSA	ENSG00000133103	ENSG00000133103	COG6	ensembl_from_source	unique	True	
OKSA	ENSG00000133104	ENSG00000133104	SPART	ensembl_from_source	unique	True	
OKSA	ENSG00000133106	ENSG00000133106	EPSTI1	ensembl_from_source	unique	True	
OKSA	ENSG00000133107	ENSG00000133107	TRPC4	ensembl_from_source	unique	True	
OKSA	ENSG00000133111	ENSG00000133111	RFXAP	ensembl_from_source	unique	True	
OKSA	ENSG00000133112	ENSG00000133112	TPT1	ensembl_from_source	unique	True	
OKSA	ENSG00000133114	ENSG00000133114	GPALPP1	ensembl_from_source	unique	True	
OKSA	ENSG00000133119	ENSG00000133119	RFC3	ensembl_from_source	unique	True	
OKSA	ENSG00000133121	ENSG00000133121	STARD13	ensembl_from_source	unique	True	
OKSA	ENSG00000133131	ENSG00000133131	MORC4	ensembl_from_source	unique	True	
OKSA	ENSG00000133134	ENSG00000133134	BEX2	ensembl_from_source	unique	True	
OKSA	ENSG00000133138	ENSG00000133138	TBC1D8B	ensembl_from_source	unique	True	
OKSA	ENSG00000133142	ENSG00000133142	TCEAL4	ensembl_from_source	unique	True	
OKSA	ENSG00000133169	ENSG00000133169	BEX1	ensembl_from_source	unique	True	
OKSA	ENSG00000133193	ENSG00000133193	VCF1	ensembl_from_source	unique	True	
OKSA	ENSG00000133195	ENSG00000133195	SLC39A11	ensembl_from_source	unique	True	
OKSA	ENSG00000133216	ENSG00000133216	EPHB2	ensembl_from_source	unique	True	
OKSA	ENSG00000133226	ENSG00000133226	SRRM1	ensembl_from_source	unique	True	
OKSA	ENSG00000133243	ENSG00000133243	BTBD2	ensembl_from_source	unique	True	
OKSA	ENSG00000133246	ENSG00000133246	PRAM1	ensembl_from_source	unique	True	
OKSA	ENSG00000133247	ENSG00000133247	KMT5C	ensembl_from_source	unique	True	
OKSA	ENSG00000133250	ENSG00000133250	ZNF414	ensembl_from_source	unique	True	
OKSA	ENSG00000133256	ENSG00000133256	PDE6B	ensembl_from_source	unique	True	
OKSA	ENSG00000133265	ENSG00000133265	HSPBP1	ensembl_from_source	unique	True	
OKSA	ENSG00000133275	ENSG00000133275	CSNK1G2	ensembl_from_source	unique	True	
OKSA	ENSG00000133302	ENSG00000133302	SLF1	ensembl_from_source	unique	True	
OKSA	ENSG00000133313	ENSG00000133313	CNDP2	ensembl_from_source	unique	True	
OKSA	ENSG00000133315	ENSG00000133315	MACROD1	ensembl_from_source	unique	True	
OKSA	ENSG00000133316	ENSG00000133316	WDR74	ensembl_from_source	unique	True	
OKSA	ENSG00000133317	ENSG00000133317	LGALS12	ensembl_from_source	unique	True	
OKSA	ENSG00000133318	ENSG00000133318	RTN3	ensembl_from_source	unique	True	
OKSA	ENSG00000133321	ENSG00000133321	PLAAT4	ensembl_from_source	unique	True	
OKSA	ENSG00000133392	ENSG00000133392	MYH11	ensembl_from_source	unique	True	
OKSA	ENSG00000133393	ENSG00000133393	CEP20	ensembl_from_source	unique	True	
OKSA	ENSG00000133398	ENSG00000133398	MED10	ensembl_from_source	unique	True	
OKSA	ENSG00000133401	ENSG00000133401	PDZD2	ensembl_from_source	unique	True	
OKSA	ENSG00000133422	ENSG00000133422	MORC2	ensembl_from_source	unique	True	
OKSA	ENSG00000133424	ENSG00000133424	LARGE1	ensembl_from_source	unique	True	
OKSA	ENSG00000133454	ENSG00000133454	MYO18B	ensembl_from_source	unique	True	
OKSA	ENSG00000133460	ENSG00000133460	SLC2A11	ensembl_from_source	unique	True	
OKSA	ENSG00000133466	ENSG00000133466	C1QTNF6	ensembl_from_source	unique	True	
OKSA	ENSG00000133477	ENSG00000133477	FAM83F	ensembl_from_source	unique	True	
OKSA	ENSG00000133488	ENSG00000133488	SEC14L4	ensembl_from_source	unique	True	
OKSA	ENSG00000133561	ENSG00000133561	GIMAP6	ensembl_from_source	unique	True	
OKSA	ENSG00000133574	ENSG00000133574	GIMAP4	ensembl_from_source	unique	True	
OKSA	ENSG00000133597	ENSG00000133597	ADCK2	ensembl_from_source	unique	True	
OKSA	ENSG00000133606	ENSG00000133606	MKRN1	ensembl_from_source	unique	True	
OKSA	ENSG00000133612	ENSG00000133612	AGAP3	ensembl_from_source	unique	True	
OKSA	ENSG00000133619	ENSG00000133619	KRBA1	ensembl_from_source	unique	True	
OKSA	ENSG00000133624	ENSG00000133624	NA	ensembl_from_source	duplicate_symbol_in_oksa	True	
OKSA	ENSG00000133627	ENSG00000133627	ACTR3B	ensembl_from_source	unique	True	
OKSA	ENSG00000133639	ENSG00000133639	BTG1	ensembl_from_source	unique	True	
OKSA	ENSG00000133641	ENSG00000133641	RLIG1	ensembl_from_source	unique	True	
OKSA	ENSG00000133657	ENSG00000133657	ATP13A3	ensembl_from_source	unique	True	
OKSA	ENSG00000133678	ENSG00000133678	TMEM254	ensembl_from_source	unique	True	
OKSA	ENSG00000133703	ENSG00000133703	KRAS	ensembl_from_source	unique	True	
OKSA	ENSG00000133704	ENSG00000133704	IPO8	ensembl_from_source	unique	True	
OKSA	ENSG00000133706	ENSG00000133706	LARS1	ensembl_from_source	unique	True	
OKSA	ENSG00000133731	ENSG00000133731	IMPA1	ensembl_from_source	unique	True	
OKSA	ENSG00000133739	ENSG00000133739	LRRCC1	ensembl_from_source	unique	True	
OKSA	ENSG00000133740	ENSG00000133740	E2F5	ensembl_from_source	unique	True	
OKSA	ENSG00000133742	ENSG00000133742	CA1	ensembl_from_source	unique	True	
OKSA	ENSG00000133773	ENSG00000133773	CCDC59	ensembl_from_source	unique	True	
OKSA	ENSG00000133789	ENSG00000133789	SWAP70	ensembl_from_source	unique	True	
OKSA	ENSG00000133794	ENSG00000133794	BMAL1	ensembl_from_source	unique	True	
OKSA	ENSG00000133805	ENSG00000133805	AMPD3	ensembl_from_source	unique	True	
OKSA	ENSG00000133812	ENSG00000133812	SBF2	ensembl_from_source	unique	True	
OKSA	ENSG00000133816	ENSG00000133816	MICAL2	ensembl_from_source	unique	True	
OKSA	ENSG00000133818	ENSG00000133818	RRAS2	ensembl_from_source	unique	True	
OKSA	ENSG00000133835	ENSG00000133835	HSD17B4	ensembl_from_source	unique	True	
OKSA	ENSG00000133858	ENSG00000133858	ZFC3H1	ensembl_from_source	unique	True	
OKSA	ENSG00000133872	ENSG00000133872	SARAF	ensembl_from_source	unique	True	
OKSA	ENSG00000133874	ENSG00000133874	RNF122	ensembl_from_source	unique	True	
OKSA	ENSG00000133878	ENSG00000133878	DUSP26	ensembl_from_source	unique	True	
OKSA	ENSG00000133884	ENSG00000133884	DPF2	ensembl_from_source	unique	True	
OKSA	ENSG00000133895	ENSG00000133895	MEN1	ensembl_from_source	unique	True	
OKSA	ENSG00000133935	ENSG00000133935	ERG28	ensembl_from_source	unique	True	
OKSA	ENSG00000133937	ENSG00000133937	GSC	ensembl_from_source	unique	True	
OKSA	ENSG00000133943	ENSG00000133943	DGLUCY	ensembl_from_source	unique	True	
OKSA	ENSG00000133958	ENSG00000133958	UNC79	ensembl_from_source	unique	True	
OKSA	ENSG00000133961	ENSG00000133961	NUMB	ensembl_from_source	unique	True	
OKSA	ENSG00000133962	ENSG00000133962	CATSPERB	ensembl_from_source	unique	True	
OKSA	ENSG00000133983	ENSG00000133983	COX16	ensembl_from_source	unique	True	
OKSA	ENSG00000133985	ENSG00000133985	TTC9	ensembl_from_source	unique	True	
OKSA	ENSG00000133997	ENSG00000133997	MED6	ensembl_from_source	unique	True	
OKSA	ENSG00000134001	ENSG00000134001	EIF2S1	ensembl_from_source	unique	True	
OKSA	ENSG00000134007	ENSG00000134007	ADAM20	ensembl_from_source	unique	True	
OKSA	ENSG00000134013	ENSG00000134013	LOXL2	ensembl_from_source	unique	True	
OKSA	ENSG00000134014	ENSG00000134014	ELP3	ensembl_from_source	unique	True	
OKSA	ENSG00000134030	ENSG00000134030	CTIF	ensembl_from_source	unique	True	
OKSA	ENSG00000134046	ENSG00000134046	MBD2	ensembl_from_source	unique	True	
OKSA	ENSG00000134049	ENSG00000134049	IER3IP1	ensembl_from_source	unique	True	
OKSA	ENSG00000134056	ENSG00000134056	KGD4	ensembl_from_source	unique	True	
OKSA	ENSG00000134057	ENSG00000134057	CCNB1	ensembl_from_source	unique	True	
OKSA	ENSG00000134058	ENSG00000134058	CDK7	ensembl_from_source	unique	True	
OKSA	ENSG00000134061	ENSG00000134061	CD180	ensembl_from_source	unique	True	
OKSA	ENSG00000134070	ENSG00000134070	IRAK2	ensembl_from_source	unique	True	
OKSA	ENSG00000134072	ENSG00000134072	CAMK1	ensembl_from_source	unique	True	
OKSA	ENSG00000134077	ENSG00000134077	THUMPD3	ensembl_from_source	unique	True	
OKSA	ENSG00000134086	ENSG00000134086	VHL	ensembl_from_source	unique	True	
OKSA	ENSG00000134107	ENSG00000134107	BHLHE40	ensembl_from_source	unique	True	
OKSA	ENSG00000134108	ENSG00000134108	ARL8B	ensembl_from_source	unique	True	
OKSA	ENSG00000134109	ENSG00000134109	EDEM1	ensembl_from_source	unique	True	
OKSA	ENSG00000134121	ENSG00000134121	CHL1	ensembl_from_source	unique	True	
OKSA	ENSG00000134146	ENSG00000134146	DPH6	ensembl_from_source	unique	True	
OKSA	ENSG00000134152	ENSG00000134152	KATNBL1	ensembl_from_source	unique	True	
OKSA	ENSG00000134153	ENSG00000134153	EMC7	ensembl_from_source	unique	True	
OKSA	ENSG00000134184	ENSG00000134184	GSTM1	ensembl_from_source	unique	True	
OKSA	ENSG00000134186	ENSG00000134186	PRPF38B	ensembl_from_source	unique	True	
OKSA	ENSG00000134198	ENSG00000134198	TSPAN2	ensembl_from_source	unique	True	
OKSA	ENSG00000134201	ENSG00000134201	GSTM5	ensembl_from_source	unique	True	
OKSA	ENSG00000134202	ENSG00000134202	GSTM3	ensembl_from_source	unique	True	
OKSA	ENSG00000134215	ENSG00000134215	VAV3	ensembl_from_source	unique	True	
OKSA	ENSG00000134222	ENSG00000134222	PSRC1	ensembl_from_source	unique	True	
OKSA	ENSG00000134242	ENSG00000134242	PTPN22	ensembl_from_source	unique	True	
OKSA	ENSG00000134243	ENSG00000134243	SORT1	ensembl_from_source	unique	True	
OKSA	ENSG00000134245	ENSG00000134245	WNT2B	ensembl_from_source	unique	True	
OKSA	ENSG00000134247	ENSG00000134247	PTGFRN	ensembl_from_source	unique	True	
OKSA	ENSG00000134248	ENSG00000134248	LAMTOR5	ensembl_from_source	unique	True	
OKSA	ENSG00000134250	ENSG00000134250	NOTCH2	ensembl_from_source	unique	True	
OKSA	ENSG00000134253	ENSG00000134253	TRIM45	ensembl_from_source	unique	True	
OKSA	ENSG00000134255	ENSG00000134255	CEPT1	ensembl_from_source	unique	True	
OKSA	ENSG00000134256	ENSG00000134256	CD101	ensembl_from_source	unique	True	
OKSA	ENSG00000134262	ENSG00000134262	AP4B1	ensembl_from_source	unique	True	
OKSA	ENSG00000134265	ENSG00000134265	NAPG	ensembl_from_source	unique	True	
OKSA	ENSG00000134278	ENSG00000134278	SPIRE1	ensembl_from_source	unique	True	
OKSA	ENSG00000134283	ENSG00000134283	PPHLN1	ensembl_from_source	unique	True	
OKSA	ENSG00000134285	ENSG00000134285	FKBP11	ensembl_from_source	unique	True	
OKSA	ENSG00000134287	ENSG00000134287	ARF3	ensembl_from_source	unique	True	
OKSA	ENSG00000134291	ENSG00000134291	TMEM106C	ensembl_from_source	unique	True	
OKSA	ENSG00000134294	ENSG00000134294	SLC38A2	ensembl_from_source	unique	True	
OKSA	ENSG00000134297	ENSG00000134297	NA	ensembl_from_source	duplicate_symbol_in_oksa	True	
OKSA	ENSG00000134308	ENSG00000134308	YWHAQ	ensembl_from_source	unique	True	
OKSA	ENSG00000134313	ENSG00000134313	KIDINS220	ensembl_from_source	unique	True	
OKSA	ENSG00000134317	ENSG00000134317	GRHL1	ensembl_from_source	unique	True	
OKSA	ENSG00000134318	ENSG00000134318	ROCK2	ensembl_from_source	unique	True	
OKSA	ENSG00000134321	ENSG00000134321	RSAD2	ensembl_from_source	unique	True	
OKSA	ENSG00000134323	ENSG00000134323	MYCN	ensembl_from_source	unique	True	
OKSA	ENSG00000134324	ENSG00000134324	LPIN1	ensembl_from_source	unique	True	
OKSA	ENSG00000134326	ENSG00000134326	CMPK2	ensembl_from_source	unique	True	
OKSA	ENSG00000134330	ENSG00000134330	IAH1	ensembl_from_source	unique	True	
OKSA	ENSG00000134333	ENSG00000134333	LDHA	ensembl_from_source	unique	True	
OKSA	ENSG00000134352	ENSG00000134352	IL6ST	ensembl_from_source	unique	True	
OKSA	ENSG00000134363	ENSG00000134363	FST	ensembl_from_source	unique	True	
OKSA	ENSG00000134369	ENSG00000134369	NAV1	ensembl_from_source	unique	True	
OKSA	ENSG00000134371	ENSG00000134371	CDC73	ensembl_from_source	unique	True	
OKSA	ENSG00000134375	ENSG00000134375	TIMM17A	ensembl_from_source	unique	True	
OKSA	ENSG00000134376	ENSG00000134376	CRB1	ensembl_from_source	unique	True	
OKSA	ENSG00000134419	ENSG00000134419	RPS15A	ensembl_from_source	unique	True	
OKSA	ENSG00000134440	ENSG00000134440	NARS1	ensembl_from_source	unique	True	
OKSA	ENSG00000134444	ENSG00000134444	RELCH	ensembl_from_source	unique	True	
OKSA	ENSG00000134452	ENSG00000134452	FBH1	ensembl_from_source	unique	True	
OKSA	ENSG00000134453	ENSG00000134453	RBM17	ensembl_from_source	unique	True	
OKSA	ENSG00000134460	ENSG00000134460	IL2RA	ensembl_from_source	unique	True	
OKSA	ENSG00000134461	ENSG00000134461	ANKRD16	ensembl_from_source	unique	True	
OKSA	ENSG00000134463	ENSG00000134463	ECHDC3	ensembl_from_source	unique	True	
OKSA	ENSG00000134470	ENSG00000134470	IL15RA	ensembl_from_source	unique	True	
OKSA	ENSG00000134480	ENSG00000134480	CCNH	ensembl_from_source	unique	True	
OKSA	ENSG00000134490	ENSG00000134490	TMEM241	ensembl_from_source	unique	True	
OKSA	ENSG00000134504	ENSG00000134504	KCTD1	ensembl_from_source	unique	True	
OKSA	ENSG00000134508	ENSG00000134508	CABLES1	ensembl_from_source	unique	True	
OKSA	ENSG00000134516	ENSG00000134516	DOCK2	ensembl_from_source	unique	True	
OKSA	ENSG00000134531	ENSG00000134531	EMP1	ensembl_from_source	unique	True	
OKSA	ENSG00000134532	ENSG00000134532	SOX5	ensembl_from_source	unique	True	
OKSA	ENSG00000134539	ENSG00000134539	KLRD1	ensembl_from_source	unique	True	
OKSA	ENSG00000134545	ENSG00000134545	KLRC1	ensembl_from_source	unique	True	
OKSA	ENSG00000134569	ENSG00000134569	LRP4	ensembl_from_source	unique	True	
OKSA	ENSG00000134571	ENSG00000134571	MYBPC3	ensembl_from_source	unique	True	
OKSA	ENSG00000134574	ENSG00000134574	DDB2	ensembl_from_source	unique	True	
OKSA	ENSG00000134575	ENSG00000134575	ACP2	ensembl_from_source	unique	True	
OKSA	ENSG00000134590	ENSG00000134590	RTL8C	ensembl_from_source	unique	True	
OKSA	ENSG00000134594	ENSG00000134594	RAB33A	ensembl_from_source	unique	True	
OKSA	ENSG00000134597	ENSG00000134597	RBMX2	ensembl_from_source	unique	True	
OKSA	ENSG00000134602	ENSG00000134602	STK26	ensembl_from_source	unique	True	
OKSA	ENSG00000134627	ENSG00000134627	PIWIL4	ensembl_from_source	unique	True	
OKSA	ENSG00000134644	ENSG00000134644	PUM1	ensembl_from_source	unique	True	
OKSA	ENSG00000134684	ENSG00000134684	YARS1	ensembl_from_source	unique	True	
OKSA	ENSG00000134686	ENSG00000134686	PHC2	ensembl_from_source	unique	True	
OKSA	ENSG00000134690	ENSG00000134690	CDCA8	ensembl_from_source	unique	True	
OKSA	ENSG00000134697	ENSG00000134697	GNL2	ensembl_from_source	unique	True	
OKSA	ENSG00000134698	ENSG00000134698	AGO4	ensembl_from_source	unique	True	
OKSA	ENSG00000134709	ENSG00000134709	HOOK1	ensembl_from_source	unique	True	
OKSA	ENSG00000134717	ENSG00000134717	BTF3L4	ensembl_from_source	unique	True	
OKSA	ENSG00000134744	ENSG00000134744	TUT4	ensembl_from_source	unique	True	
OKSA	ENSG00000134748	ENSG00000134748	PRPF38A	ensembl_from_source	unique	True	
OKSA	ENSG00000134755	ENSG00000134755	DSC2	ensembl_from_source	unique	True	
OKSA	ENSG00000134758	ENSG00000134758	RNF138	ensembl_from_source	unique	True	
OKSA	ENSG00000134759	ENSG00000134759	ELP2	ensembl_from_source	unique	True	
OKSA	ENSG00000134762	ENSG00000134762	DSC3	ensembl_from_source	unique	True	
OKSA	ENSG00000134765	ENSG00000134765	DSC1	ensembl_from_source	unique	True	
OKSA	ENSG00000134779	ENSG00000134779	TPGS2	ensembl_from_source	unique	True	
OKSA	ENSG00000134802	ENSG00000134802	SLC43A3	ensembl_from_source	unique	True	
OKSA	ENSG00000134809	ENSG00000134809	TIMM10	ensembl_from_source	unique	True	
OKSA	ENSG00000134815	ENSG00000134815	DHX34	ensembl_from_source	unique	True	
OKSA	ENSG00000134824	ENSG00000134824	FADS2	ensembl_from_source	unique	True	
OKSA	ENSG00000134825	ENSG00000134825	TMEM258	ensembl_from_source	unique	True	
OKSA	ENSG00000134827	ENSG00000134827	TCN1	ensembl_from_source	unique	True	
OKSA	ENSG00000134830	ENSG00000134830	C5AR2	ensembl_from_source	unique	True	
OKSA	ENSG00000134851	ENSG00000134851	TMEM165	ensembl_from_source	unique	True	
OKSA	ENSG00000134852	ENSG00000134852	CLOCK	ensembl_from_source	unique	True	
OKSA	ENSG00000134853	ENSG00000134853	PDGFRA	ensembl_from_source	unique	True	
OKSA	ENSG00000134864	ENSG00000134864	GGACT	ensembl_from_source	unique	True	
OKSA	ENSG00000134871	ENSG00000134871	COL4A2	ensembl_from_source	unique	True	
OKSA	ENSG00000134882	ENSG00000134882	UBAC2	ensembl_from_source	unique	True	
OKSA	ENSG00000134884	ENSG00000134884	ARGLU1	ensembl_from_source	unique	True	
OKSA	ENSG00000134897	ENSG00000134897	BIVM	ensembl_from_source	unique	True	
OKSA	ENSG00000134899	ENSG00000134899	ERCC5	ensembl_from_source	unique	True	
OKSA	ENSG00000134900	ENSG00000134900	TPP2	ensembl_from_source	unique	True	
OKSA	ENSG00000134901	ENSG00000134901	POGLUT2	ensembl_from_source	unique	True	
OKSA	ENSG00000134905	ENSG00000134905	CARS2	ensembl_from_source	unique	True	
OKSA	ENSG00000134909	ENSG00000134909	ARHGAP32	ensembl_from_source	unique	True	
OKSA	ENSG00000134910	ENSG00000134910	STT3A	ensembl_from_source	unique	True	
OKSA	ENSG00000134954	ENSG00000134954	ETS1	ensembl_from_source	unique	True	
OKSA	ENSG00000134955	ENSG00000134955	SLC37A2	ensembl_from_source	unique	True	
OKSA	ENSG00000134970	ENSG00000134970	TMED7	ensembl_from_source	unique	True	
OKSA	ENSG00000134982	ENSG00000134982	APC	ensembl_from_source	unique	True	
OKSA	ENSG00000134986	ENSG00000134986	LOC124906525	ensembl_from_source	unique	True	
OKSA	ENSG00000134987	ENSG00000134987	WDR36	ensembl_from_source	unique	True	
OKSA	ENSG00000134996	ENSG00000134996	OSTF1	ensembl_from_source	unique	True	
OKSA	ENSG00000135002	ENSG00000135002	RFK	ensembl_from_source	unique	True	
OKSA	ENSG00000135018	ENSG00000135018	UBQLN1	ensembl_from_source	unique	True	
OKSA	ENSG00000135040	ENSG00000135040	NAA35	ensembl_from_source	unique	True	
OKSA	ENSG00000135045	ENSG00000135045	C9orf40	ensembl_from_source	unique	True	
OKSA	ENSG00000135046	ENSG00000135046	ANXA1	ensembl_from_source	unique	True	
OKSA	ENSG00000135047	ENSG00000135047	CTSL	ensembl_from_source	unique	True	
OKSA	ENSG00000135048	ENSG00000135048	CEMIP2	ensembl_from_source	unique	True	
OKSA	ENSG00000135049	ENSG00000135049	AGTPBP1	ensembl_from_source	unique	True	
OKSA	ENSG00000135052	ENSG00000135052	GOLM1	ensembl_from_source	unique	True	
OKSA	ENSG00000135069	ENSG00000135069	PSAT1	ensembl_from_source	unique	True	
OKSA	ENSG00000135070	ENSG00000135070	ISCA1	ensembl_from_source	unique	True	
OKSA	ENSG00000135074	ENSG00000135074	ADAM19	ensembl_from_source	unique	True	
OKSA	ENSG00000135077	ENSG00000135077	HAVCR2	ensembl_from_source	unique	True	
OKSA	ENSG00000135083	ENSG00000135083	CCNJL	ensembl_from_source	unique	True	
OKSA	ENSG00000135090	ENSG00000135090	TAOK3	ensembl_from_source	unique	True	
OKSA	ENSG00000135093	ENSG00000135093	USP30	ensembl_from_source	unique	True	
OKSA	ENSG00000135108	ENSG00000135108	FBXO21	ensembl_from_source	unique	True	
OKSA	ENSG00000135114	ENSG00000135114	OASL	ensembl_from_source	unique	True	
OKSA	ENSG00000135116	ENSG00000135116	HRK	ensembl_from_source	unique	True	
OKSA	ENSG00000135119	ENSG00000135119	RNFT2	ensembl_from_source	unique	True	
OKSA	ENSG00000135124	ENSG00000135124	P2RX4	ensembl_from_source	unique	True	
OKSA	ENSG00000135127	ENSG00000135127	BICDL1	ensembl_from_source	unique	True	
OKSA	ENSG00000135144	ENSG00000135144	DTX1	ensembl_from_source	unique	True	
OKSA	ENSG00000135148	ENSG00000135148	TRAFD1	ensembl_from_source	unique	True	
OKSA	ENSG00000135164	ENSG00000135164	DMTF1	ensembl_from_source	unique	True	
OKSA	ENSG00000135185	ENSG00000135185	TMEM243	ensembl_from_source	unique	True	
OKSA	ENSG00000135205	ENSG00000135205	CCDC146	ensembl_from_source	unique	True	
OKSA	ENSG00000135211	ENSG00000135211	TMEM60	ensembl_from_source	unique	True	
OKSA	ENSG00000135218	ENSG00000135218	CD36	ensembl_from_source	unique	True	
OKSA	ENSG00000135241	ENSG00000135241	PNPLA8	ensembl_from_source	unique	True	
OKSA	ENSG00000135245	ENSG00000135245	HILPDA	ensembl_from_source	unique	True	
OKSA	ENSG00000135249	ENSG00000135249	RINT1	ensembl_from_source	unique	True	
OKSA	ENSG00000135250	ENSG00000135250	SRPK2	ensembl_from_source	unique	True	
OKSA	ENSG00000135253	ENSG00000135253	KCP	ensembl_from_source	unique	True	
OKSA	ENSG00000135269	ENSG00000135269	TES	ensembl_from_source	unique	True	
OKSA	ENSG00000135272	ENSG00000135272	MDFIC	ensembl_from_source	unique	True	
OKSA	ENSG00000135297	ENSG00000135297	MTO1	ensembl_from_source	unique	True	
OKSA	ENSG00000135298	ENSG00000135298	ADGRB3	ensembl_from_source	unique	True	
OKSA	ENSG00000135299	ENSG00000135299	ANKRD6	ensembl_from_source	unique	True	
OKSA	ENSG00000135314	ENSG00000135314	KHDC1	ensembl_from_source	unique	True	
OKSA	ENSG00000135315	ENSG00000135315	CEP162	ensembl_from_source	unique	True	
OKSA	ENSG00000135316	ENSG00000135316	SYNCRIP	ensembl_from_source	unique	True	
OKSA	ENSG00000135317	ENSG00000135317	SNX14	ensembl_from_source	unique	True	
OKSA	ENSG00000135318	ENSG00000135318	NT5E	ensembl_from_source	unique	True	
OKSA	ENSG00000135333	ENSG00000135333	EPHA7	ensembl_from_source	unique	True	
OKSA	ENSG00000135334	ENSG00000135334	AKIRIN2	ensembl_from_source	unique	True	
OKSA	ENSG00000135336	ENSG00000135336	ORC3	ensembl_from_source	unique	True	
OKSA	ENSG00000135338	ENSG00000135338	LCA5	ensembl_from_source	unique	True	
OKSA	ENSG00000135341	ENSG00000135341	MAP3K7	ensembl_from_source	unique	True	
OKSA	ENSG00000135362	ENSG00000135362	PRR5L	ensembl_from_source	unique	True	
OKSA	ENSG00000135363	ENSG00000135363	LMO2	ensembl_from_source	unique	True	
OKSA	ENSG00000135365	ENSG00000135365	PHF21A	ensembl_from_source	unique	True	
OKSA	ENSG00000135372	ENSG00000135372	NAT10	ensembl_from_source	unique	True	
OKSA	ENSG00000135378	ENSG00000135378	PRRG4	ensembl_from_source	unique	True	
OKSA	ENSG00000135387	ENSG00000135387	CAPRIN1	ensembl_from_source	unique	True	
OKSA	ENSG00000135390	ENSG00000135390	ATP5MC2	ensembl_from_source	unique	True	
OKSA	ENSG00000135392	ENSG00000135392	DNAJC14	ensembl_from_source	unique	True	
OKSA	ENSG00000135404	ENSG00000135404	CD63	ensembl_from_source	unique	True	
OKSA	ENSG00000135407	ENSG00000135407	AVIL	ensembl_from_source	unique	True	
OKSA	ENSG00000135414	ENSG00000135414	GDF11	ensembl_from_source	unique	True	
OKSA	ENSG00000135424	ENSG00000135424	ITGA7	ensembl_from_source	unique	True	
OKSA	ENSG00000135426	ENSG00000135426	TESPA1	ensembl_from_source	unique	True	
OKSA	ENSG00000135436	ENSG00000135436	FAM186B	ensembl_from_source	unique	True	
OKSA	ENSG00000135437	ENSG00000135437	RDH5	ensembl_from_source	unique	True	
OKSA	ENSG00000135439	ENSG00000135439	AGAP2	ensembl_from_source	unique	True	
OKSA	ENSG00000135441	ENSG00000135441	BLOC1S1	ensembl_from_source	unique	True	
OKSA	ENSG00000135446	ENSG00000135446	CDK4	ensembl_from_source	unique	True	
OKSA	ENSG00000135451	ENSG00000135451	TROAP	ensembl_from_source	unique	True	
OKSA	ENSG00000135452	ENSG00000135452	TSPAN31	ensembl_from_source	unique	True	
OKSA	ENSG00000135457	ENSG00000135457	TFCP2	ensembl_from_source	unique	True	
OKSA	ENSG00000135469	ENSG00000135469	COQ10A	ensembl_from_source	unique	True	
OKSA	ENSG00000135473	ENSG00000135473	PAN2	ensembl_from_source	unique	True	
OKSA	ENSG00000135476	ENSG00000135476	ESPL1	ensembl_from_source	unique	True	
OKSA	ENSG00000135482	ENSG00000135482	ZC3H10	ensembl_from_source	unique	True	
OKSA	ENSG00000135486	ENSG00000135486	HNRNPA1	ensembl_from_source	unique	True	
OKSA	ENSG00000135503	ENSG00000135503	ACVR1B	ensembl_from_source	unique	True	
OKSA	ENSG00000135506	ENSG00000135506	OS9	ensembl_from_source	unique	True	
OKSA	ENSG00000135519	ENSG00000135519	KCNH3	ensembl_from_source	unique	True	
OKSA	ENSG00000135521	ENSG00000135521	LTV1	ensembl_from_source	unique	True	
OKSA	ENSG00000135525	ENSG00000135525	MAP7	ensembl_from_source	unique	True	
OKSA	ENSG00000135535	ENSG00000135535	CD164	ensembl_from_source	unique	True	
OKSA	ENSG00000135537	ENSG00000135537	AFG1L	ensembl_from_source	unique	True	
OKSA	ENSG00000135540	ENSG00000135540	NHSL1	ensembl_from_source	unique	True	
OKSA	ENSG00000135541	ENSG00000135541	AHI1	ensembl_from_source	unique	True	
OKSA	ENSG00000135547	ENSG00000135547	HEY2	ensembl_from_source	unique	True	
OKSA	ENSG00000135587	ENSG00000135587	SMPD2	ensembl_from_source	unique	True	
OKSA	ENSG00000135596	ENSG00000135596	MICAL1	ensembl_from_source	unique	True	
OKSA	ENSG00000135597	ENSG00000135597	REPS1	ensembl_from_source	unique	True	
OKSA	ENSG00000135604	ENSG00000135604	STX11	ensembl_from_source	unique	True	
OKSA	ENSG00000135605	ENSG00000135605	TEC	ensembl_from_source	unique	True	
OKSA	ENSG00000135617	ENSG00000135617	PRADC1	ensembl_from_source	unique	True	
OKSA	ENSG00000135622	ENSG00000135622	SEMA4F	ensembl_from_source	unique	True	
OKSA	ENSG00000135624	ENSG00000135624	CCT7	ensembl_from_source	unique	True	
OKSA	ENSG00000135631	ENSG00000135631	RAB11FIP5	ensembl_from_source	unique	True	
OKSA	ENSG00000135632	ENSG00000135632	SMYD5	ensembl_from_source	unique	True	
OKSA	ENSG00000135636	ENSG00000135636	DYSF	ensembl_from_source	unique	True	
OKSA	ENSG00000135637	ENSG00000135637	CCDC142	ensembl_from_source	unique	True	
OKSA	ENSG00000135643	ENSG00000135643	KCNMB4	ensembl_from_source	unique	True	
OKSA	ENSG00000135655	ENSG00000135655	USP15	ensembl_from_source	unique	True	
