gene,positive_n,negative_n,positive_mean_z,negative_mean_z,delta_z,mw_p,bh_fdr,by_fdr,holm_fwer
B3GNT6,11,99,-0.5411636363636364,-0.2574868686868687,-0.2836767676767677,0.10054149080683138,0.4271926815801787,1.0,1.0
BFSP2-AS1,11,99,-0.7119272727272729,-0.3856262626262626,-0.32630101010101026,0.10057306762102873,0.4272498946839668,1.0,1.0
LINC01634,11,99,-0.3175454545454546,-0.6130656565656566,0.295520202020202,0.10066601357506394,0.42756774581126367,1.0,1.0
SNORD108,11,99,0.49160909090909083,-0.1963868686868687,0.6879959595959595,0.10068824074815998,0.42758516638147503,1.0,1.0
CHGB,11,99,-0.5024818181818183,-0.30076161616161623,-0.20172020202020202,0.1008031589557818,0.4279961338673313,1.0,1.0
TTC39C-AS1,11,99,-0.34495454545454546,-0.12598888888888887,-0.21896565656565659,0.10102746854671543,0.4288713303971598,1.0,1.0
FBXL22,11,99,0.24844545454545452,-0.06927474747474749,0.317720202020202,0.10116771756901018,0.4293894309918946,1.0,1.0
CCR1,11,99,0.030045454545454528,-0.06538181818181818,0.09542727272727271,0.1012061897781618,0.4294754482581106,1.0,1.0
HOXA2,11,99,-0.26197272727272725,-0.15494747474747472,-0.10702525252525252,0.10132378654522518,0.42957859353478667,1.0,1.0
LINC00692,11,99,-0.4032363636363637,-0.6656656565656567,0.26242929292929296,0.1016235058263604,0.42957859353478667,1.0,1.0
SEMA3A,11,99,0.3752090909090908,-0.22389595959595965,0.5991050505050505,0.10189094679631681,0.42957859353478667,1.0,1.0
HBE1,11,99,-0.055881818181818185,-0.20501010101010098,0.14912828282828278,0.10207466976726248,0.42957859353478667,1.0,1.0
MIR3179-3,11,99,-1.011590909090909,-0.7160404040404039,-0.29555050505050506,0.10208209366700556,0.42957859353478667,1.0,1.0
ZNF32-AS1,11,99,-0.6043818181818182,-0.46021414141414146,-0.14416767676767678,0.10208326975925043,0.42957859353478667,1.0,1.0
COX10-AS1,11,99,0.10391818181818181,-0.096159595959596,0.2000777777777778,0.10212494186523044,0.42957859353478667,1.0,1.0
MIR548Z,11,99,0.4998000000000001,-0.15613535353535354,0.6559353535353536,0.10216052054849607,0.42957859353478667,1.0,1.0
TARM1,11,99,-0.6254818181818181,-0.4311666666666667,-0.19431515151515144,0.10217962300340645,0.42957859353478667,1.0,1.0
CD1D,11,99,-0.45240909090909087,-0.039722222222222214,-0.41268686868686866,0.10224559508843245,0.42957859353478667,1.0,1.0
RAB19,11,99,-0.5311090909090909,-0.10174545454545454,-0.42936363636363634,0.10224868857710527,0.42957859353478667,1.0,1.0
CDYL2,11,99,0.014754545454545444,-0.18249898989898994,0.19725353535353538,0.10224946194783573,0.42957859353478667,1.0,1.0
CYB5R3,11,99,-0.5482727272727272,-0.020632323232323207,-0.527640404040404,0.10225178205657641,0.42957859353478667,1.0,1.0
ARL5C,11,99,0.46466363636363633,-0.021952525252525237,0.48661616161616156,0.10225178205657641,0.42957859353478667,1.0,1.0
ASAP3,11,99,-0.467609090909091,0.03834040404040404,-0.505949494949495,0.10225255542500626,0.42957859353478667,1.0,1.0
RNF126,11,99,-0.3579727272727273,0.12161010101010102,-0.4795828282828283,0.10225255542500626,0.42957859353478667,1.0,1.0
LINC00865,11,99,0.45401818181818177,-0.04298686868686868,0.49700505050505045,0.10225255542500626,0.42957859353478667,1.0,1.0
C9orf116,11,99,-0.19445454545454546,0.0013878787878787875,-0.19584242424242426,0.10225255542500626,0.42957859353478667,1.0,1.0
ARFGAP2,11,99,0.47400909090909094,-0.04124242424242425,0.5152515151515151,0.10225255542500626,0.42957859353478667,1.0,1.0
TBC1D8,11,99,-0.5329181818181818,-0.030528282828282842,-0.502389898989899,0.10225255542500626,0.42957859353478667,1.0,1.0
KDM2A,11,99,0.5797090909090908,0.1465636363636364,0.43314545454545444,0.10225332879286109,0.42957859353478667,1.0,1.0
ZFP36L2,11,99,0.4627727272727272,-0.025415151515151526,0.4881878787878787,0.10225332879286109,0.42957859353478667,1.0,1.0
YWHAH,11,99,-0.5239090909090909,0.015447474747474745,-0.5393565656565656,0.10225332879286109,0.42957859353478667,1.0,1.0
FBXL16,11,99,0.48986363636363633,0.1303828282828283,0.35948080808080807,0.10225332879286109,0.42957859353478667,1.0,1.0
SPRTN,11,99,0.6765090909090908,0.07089898989898989,0.6056101010101009,0.10225332879286109,0.42957859353478667,1.0,1.0
PCBP1,11,99,-0.5017090909090908,0.007439393939393951,-0.5091484848484847,0.10225332879286109,0.42957859353478667,1.0,1.0
RSRP1,11,99,0.4270454545454545,-0.0004848484848485122,0.42753030303030304,0.10225332879286109,0.42957859353478667,1.0,1.0
PATL2,11,99,0.4373909090909091,-0.022795959595959578,0.4601868686868687,0.10225332879286109,0.42957859353478667,1.0,1.0
CSRP2,11,99,0.33828181818181813,-0.14884040404040402,0.4871222222222221,0.10225332879286109,0.42957859353478667,1.0,1.0
N4BP2,11,99,0.40794545454545456,0.007090909090909059,0.4008545454545455,0.10225332879286109,0.42957859353478667,1.0,1.0
AGAP1,11,99,0.18394545454545455,-0.05282727272727271,0.23677272727272725,0.10225332879286109,0.42957859353478667,1.0,1.0
C2orf69,11,99,0.632618181818182,0.015913131313131306,0.6167050505050506,0.10225332879286109,0.42957859353478667,1.0,1.0
VRK1,11,99,-0.5750363636363637,-0.07754444444444442,-0.49749191919191926,0.10225332879286109,0.42957859353478667,1.0,1.0
NEDD4,11,99,0.3719272727272727,-0.1511858585858586,0.5231131313131313,0.10225332879286109,0.42957859353478667,1.0,1.0
HSD17B14,11,99,0.23531818181818184,-0.030806060606060632,0.2661242424242425,0.10225332879286109,0.42957859353478667,1.0,1.0
PPP1R37,11,99,0.5257272727272727,0.05168787878787881,0.47403939393939387,0.10225332879286109,0.42957859353478667,1.0,1.0
GPR18,11,99,-0.3736636363636363,0.20102323232323235,-0.5746868686868687,0.10225332879286109,0.42957859353478667,1.0,1.0
BCAT2,11,99,0.44983636363636353,-0.046662626262626225,0.4964989898989898,0.10225332879286109,0.42957859353478667,1.0,1.0
CCDC59,11,99,0.5072181818181818,0.004876767676767685,0.5023414141414141,0.10225332879286109,0.42957859353478667,1.0,1.0
LINC00426,11,99,0.4669272727272728,0.04874141414141414,0.41818585858585866,0.10225332879286109,0.42957859353478667,1.0,1.0
RPN1,11,99,-0.4901,0.04742929292929294,-0.537529292929293,0.10225332879286109,0.42957859353478667,1.0,1.0
GP1BB,11,99,0.25995454545454544,-0.13417474747474747,0.3941292929292929,0.10225332879286109,0.42957859353478667,1.0,1.0
GRHPR,11,99,-0.3530272727272727,0.10816363636363634,-0.46119090909090904,0.10225332879286109,0.42957859353478667,1.0,1.0
SAP25,11,99,0.43041818181818187,-0.011785858585858575,0.44220404040404043,0.10225332879286109,0.42957859353478667,1.0,1.0
ACADS,11,99,-0.6289454545454546,-0.17552727272727275,-0.45341818181818183,0.10225332879286109,0.42957859353478667,1.0,1.0
SNORD62B,11,99,0.4835636363636364,0.014678787878787881,0.4688848484848485,0.10225332879286109,0.42957859353478667,1.0,1.0
PRPF4,11,99,-0.4292363636363637,0.07336262626262627,-0.50259898989899,0.10225332879286109,0.42957859353478667,1.0,1.0
PATZ1,11,99,0.5146363636363637,-0.0362151515151515,0.5508515151515152,0.10225332879286109,0.42957859353478667,1.0,1.0
EXOSC5,11,99,-0.48127272727272724,-0.016275757575757582,-0.4649969696969697,0.10225332879286109,0.42957859353478667,1.0,1.0
MAEA,11,99,-0.544290909090909,0.09903434343434345,-0.6433252525252525,0.10225332879286109,0.42957859353478667,1.0,1.0
DERL2,11,99,0.4410090909090909,0.056573737373737366,0.3844353535353535,0.10225332879286109,0.42957859353478667,1.0,1.0
FBXL3,11,99,0.4740727272727273,-0.028398989898989892,0.5024717171717172,0.10225332879286109,0.42957859353478667,1.0,1.0
RFESD,11,99,0.021254545454545457,-0.19302323232323235,0.2142777777777778,0.10225332879286109,0.42957859353478667,1.0,1.0
SHFM1,11,99,-0.6647272727272726,0.02084040404040407,-0.6855676767676767,0.10225332879286109,0.42957859353478667,1.0,1.0
EXOC7,11,99,0.5591636363636362,0.006752525252525259,0.552411111111111,0.10225332879286109,0.42957859353478667,1.0,1.0
PRKAR1B,11,99,-0.4549909090909091,0.08650909090909092,-0.5415000000000001,0.10225332879286109,0.42957859353478667,1.0,1.0
EMR3,11,99,-0.4690454545454545,-0.07941414141414141,-0.38963131313131305,0.10226847737564061,0.42957859353478667,1.0,1.0
FGF2,11,99,-0.3495545454545454,-0.161959595959596,-0.1875949494949494,0.10287261560481982,0.43203934522301934,1.0,1.0
MRGPRG-AS1,11,99,-0.15831818181818183,-0.15127979797979796,-0.0070383838383838715,0.10295336696356393,0.43230151774127323,1.0,1.0
RAET1G,11,99,-0.847390909090909,-0.40308585858585855,-0.4443050505050504,0.10309462509266831,0.43281761984980344,1.0,1.0
DCST1-AS1,11,99,-0.5517272727272727,-0.12067575757575759,-0.43105151515151513,0.10328649586485929,0.43334402786697446,1.0,1.0
MCC,11,99,0.15756363636363635,-0.060287878787878765,0.21785151515151513,0.1032911597460817,0.43334402786697446,1.0,1.0
RYR1,11,99,-0.05969999999999998,-0.01844646464646464,-0.04125353535353534,0.10329349167850774,0.43334402786697446,1.0,1.0
INSC,11,99,0.055981818181818195,-0.23816363636363633,0.29414545454545454,0.10329349167850774,0.43334402786697446,1.0,1.0
NLGN4Y,11,99,-0.3763727272727273,-0.21717373737373732,-0.15919898989898998,0.10336141777124384,0.4335518928207045,1.0,1.0
AGAP9,11,99,-0.20261818181818186,-0.4495353535353535,0.24691717171717165,0.10338318300635664,0.4335660954879917,1.0,1.0
FAM201A,11,99,-0.29492727272727276,-0.2437777777777778,-0.05114949494949497,0.10343996482242236,0.4337271187630543,1.0,1.0
ENAM,11,99,-0.3164090909090909,-0.10943939393939395,-0.20696969696969697,0.10371691082004421,0.43442907202700975,1.0,1.0
MIR575,11,99,-0.543581818181818,-1.1991363636363637,0.6555545454545456,0.10396082703592167,0.43442907202700975,1.0,1.0
DNMT3L,11,99,-0.5417000000000001,-0.17319595959595963,-0.36850404040404044,0.10420442454946652,0.43442907202700975,1.0,1.0
GATA6,11,99,-0.3035090909090909,-0.0761919191919192,-0.2273171717171717,0.10422960441559441,0.43442907202700975,1.0,1.0
MIR147B,11,99,-0.2504181818181818,0.0060070707070706926,-0.2564252525252525,0.104296797134928,0.43442907202700975,1.0,1.0
SCAT1,11,99,-0.43263636363636365,0.0726969696969697,-0.5053333333333334,0.10434679796332641,0.43442907202700975,1.0,1.0
MYRIP,11,99,0.06305454545454546,-0.21724242424242426,0.2802969696969697,0.10435929776236964,0.43442907202700975,1.0,1.0
RASGRF2,11,99,0.4894454545454546,0.07687676767676768,0.41256868686868686,0.10436086022576485,0.43442907202700975,1.0,1.0
SNORD21,11,99,0.3797545454545455,-0.0022444444444444643,0.38199898989898995,0.10436086022576485,0.43442907202700975,1.0,1.0
EML6,11,99,0.33399090909090906,-0.0015818181818181797,0.33557272727272724,0.10436164145650512,0.43442907202700975,1.0,1.0
EID1,11,99,-0.6678727272727273,0.011177777777777795,-0.6790505050505051,0.10436164145650512,0.43442907202700975,1.0,1.0
ADPRHL1,11,99,-0.3542090909090909,0.10888686868686864,-0.46309595959595956,0.10436164145650512,0.43442907202700975,1.0,1.0
SOX6,11,99,0.13520000000000001,-0.18982929292929293,0.32502929292929295,0.10436164145650512,0.43442907202700975,1.0,1.0
UVRAG,11,99,-0.3188272727272727,0.10339191919191919,-0.4222191919191919,0.10436164145650512,0.43442907202700975,1.0,1.0
PJA1,11,99,-0.41394545454545456,0.053288888888888934,-0.4672343434343435,0.10436164145650512,0.43442907202700975,1.0,1.0
HEBP2,11,99,-0.4282727272727273,0.028374747474747483,-0.4566474747474748,0.10436164145650512,0.43442907202700975,1.0,1.0
RFC5,11,99,-0.4854636363636363,0.005656565656565657,-0.49112020202020196,0.10436242268660723,0.43442907202700975,1.0,1.0
CPT2,11,99,-0.5643363636363637,-0.026823232323232322,-0.5375131313131314,0.10436242268660723,0.43442907202700975,1.0,1.0
SP110,11,99,0.5332272727272728,0.044463636363636386,0.4887636363636364,0.10436242268660723,0.43442907202700975,1.0,1.0
MRFAP1,11,99,-0.3651909090909091,0.16167373737373736,-0.5268646464646465,0.10436242268660723,0.43442907202700975,1.0,1.0
KIAA0101,11,99,-0.4551363636363637,-0.11148383838383838,-0.3436525252525253,0.10436242268660723,0.43442907202700975,1.0,1.0
POLR2D,11,99,-0.41509090909090907,0.04183434343434343,-0.4569252525252525,0.10436242268660723,0.43442907202700975,1.0,1.0
TECPR1,11,99,0.4852,0.03893838383838385,0.4462616161616162,0.10436242268660723,0.43442907202700975,1.0,1.0
FES,11,99,-0.5196090909090909,0.008416161616161613,-0.5280252525252526,0.10436242268660723,0.43442907202700975,1.0,1.0
PBX4,11,99,0.17634545454545456,-0.013274747474747457,0.18962020202020202,0.10436242268660723,0.43442907202700975,1.0,1.0
PLSCR3,11,99,0.6406454545454546,-0.0005909090909091032,0.6412363636363637,0.10436242268660723,0.43442907202700975,1.0,1.0
GPRIN3,11,99,0.12674545454545455,-0.11671515151515152,0.24346060606060607,0.10436242268660723,0.43442907202700975,1.0,1.0
GRAMD1C,11,99,0.47362727272727273,0.009477777777777774,0.464149494949495,0.10436242268660723,0.43442907202700975,1.0,1.0
PCYT2,11,99,-0.47737272727272734,0.04091717171717172,-0.5182898989898991,0.10436242268660723,0.43442907202700975,1.0,1.0
INO80D,11,99,0.4820363636363636,0.028331313131313134,0.45370505050505044,0.10436242268660723,0.43442907202700975,1.0,1.0
GYPE,11,99,0.2048909090909091,-0.17879292929292923,0.38368383838383835,0.10436242268660723,0.43442907202700975,1.0,1.0
PARP2,11,99,-0.5875363636363636,-0.08500707070707071,-0.5025292929292929,0.10436242268660723,0.43442907202700975,1.0,1.0
ECH1,11,99,-0.4854636363636363,-0.006244444444444451,-0.4792191919191919,0.10436242268660723,0.43442907202700975,1.0,1.0
ZNF644,11,99,0.5378,0.0387919191919192,0.49900808080808073,0.10436242268660723,0.43442907202700975,1.0,1.0
DHX33,11,99,-0.5219636363636364,-0.021328282828282842,-0.5006353535353536,0.10436242268660723,0.43442907202700975,1.0,1.0
LANCL1,11,99,-0.6439090909090909,-0.06257070707070708,-0.5813383838383838,0.10436242268660723,0.43442907202700975,1.0,1.0
ALCAM,11,99,-0.4923818181818182,0.02167777777777777,-0.5140595959595959,0.10436242268660723,0.43442907202700975,1.0,1.0
HLA-DRB5,11,99,0.5916272727272728,0.0440131313131313,0.5476141414141414,0.10436242268660723,0.43442907202700975,1.0,1.0
ANKZF1,11,99,0.441190909090909,0.0012161616161616123,0.4399747474747474,0.10436242268660723,0.43442907202700975,1.0,1.0
ANXA6,11,99,-0.3752545454545455,0.1822030303030303,-0.5574575757575758,0.10436242268660723,0.43442907202700975,1.0,1.0
PAQR6,11,99,-0.45809999999999995,0.09508585858585861,-0.5531858585858586,0.10436242268660723,0.43442907202700975,1.0,1.0
MIR4526,11,99,0.44127272727272726,-0.23334545454545447,0.6746181818181818,0.10445124328792815,0.4347220940653185,1.0,1.0
LINC02099,11,99,-0.36302727272727275,-0.1323121212121212,-0.23071515151515157,0.10448843517791975,0.43480017390141595,1.0,1.0
HHLA1,11,99,-0.4736000000000001,-0.4098828282828283,-0.06371717171717178,0.10475483133140867,0.43514831681324706,1.0,1.0
SLC30A2,11,99,-0.5659,-0.4687272727272726,-0.09717272727272735,0.10475483133140867,0.43514831681324706,1.0,1.0
MIRLET7DHG,11,99,-0.4988000000000001,-0.44356565656565666,-0.055234343434343414,0.10475483133140867,0.43514831681324706,1.0,1.0
LINC01910,11,99,-0.6113,-0.5098555555555555,-0.10144444444444445,0.10475656172880161,0.43514831681324706,1.0,1.0
CCL13,11,99,-0.8358000000000001,-0.6357141414141413,-0.2000858585858588,0.10475656172880161,0.43514831681324706,1.0,1.0
LINC00866,11,99,-0.7843999999999999,-0.6782828282828282,-0.10611717171717172,0.10475656172880161,0.43514831681324706,1.0,1.0
TRIM64C,11,99,-0.8473000000000002,-0.7009909090909091,-0.14630909090909106,0.10475656172880161,0.43514831681324706,1.0,1.0
CMA1,11,99,-0.739,-0.6404262626262626,-0.09857373737373742,0.10475656172880161,0.43514831681324706,1.0,1.0
ABHD16B,11,99,-0.596,-0.5106515151515151,-0.0853484848484849,0.10475656172880161,0.43514831681324706,1.0,1.0
SPHKAP,11,99,-0.5588999999999998,-0.4745444444444444,-0.08435555555555546,0.10475656172880161,0.43514831681324706,1.0,1.0
CLPSL2,11,99,-0.22590909090909095,-0.4425767676767677,0.21666767676767673,0.10480292028513945,0.4352642411138098,1.0,1.0
PRPH2,11,99,-0.09804545454545455,-0.2693575757575758,0.17131212121212125,0.10507488317765093,0.4363169326105942,1.0,1.0
NEGR1-IT1,11,99,-0.2373181818181818,-0.6907191919191918,0.4534010101010101,0.105292844322062,0.4371450541283778,1.0,1.0
PLBD1-AS1,11,99,0.3190454545454547,-0.41926868686868685,0.7383141414141415,0.10535427629070333,0.4373231352626591,1.0,1.0
TFEC,11,99,-0.5162545454545455,0.0420040404040404,-0.5582585858585859,0.10540001392611992,0.4374026807684558,1.0,1.0
PDZD4,11,99,0.4705181818181817,-0.009156565656565653,0.47967474747474736,0.1054251392144343,0.4374026807684558,1.0,1.0
NDUFAB1,11,99,-0.653390909090909,-0.04683030303030302,-0.606560606060606,0.10542906497878082,0.4374026807684558,1.0,1.0
TBC1D29,11,99,-0.5685454545454546,-0.043646464646464656,-0.52489898989899,0.10545269311449697,0.43742377889414163,1.0,1.0
GUCA1C,11,99,-0.5043454545454545,-0.47062020202020194,-0.0337252525252526,0.10551369809932411,0.4375629877153442,1.0,1.0
ASAH2B,11,99,-0.018663636363636337,-0.33481515151515145,0.31615151515151513,0.10552335044987678,0.4375629877153442,1.0,1.0
PKP2,11,99,-0.25899999999999995,-0.20479898989898987,-0.05420101010101008,0.1056004084193654,0.43780555968591034,1.0,1.0
SGSM1,11,99,0.01564545454545454,-0.12506060606060607,0.1407060606060606,0.1061428787696881,0.43878356681403213,1.0,1.0
FEV,11,99,-0.6874727272727273,-0.5345262626262626,-0.15294646464646477,0.10621801930610503,0.43878356681403213,1.0,1.0
LINC01057,11,99,-0.3217272727272727,-0.23194545454545457,-0.08978181818181813,0.10622123683934052,0.43878356681403213,1.0,1.0
ARHGAP6,11,99,-0.3316181818181818,0.02242222222222222,-0.35404040404040404,0.10637098197812594,0.43878356681403213,1.0,1.0
MIR4324,11,99,-0.6481545454545454,-0.09270606060606061,-0.5554484848484849,0.10637571706762929,0.43878356681403213,1.0,1.0
MRGPRX2,11,99,-0.7530454545454544,-0.5678595959595959,-0.18518585858585845,0.10637938669798531,0.43878356681403213,1.0,1.0
WBP5,11,99,-0.7002818181818181,-0.08777373737373736,-0.6125080808080807,0.10643963831085762,0.43878356681403213,1.0,1.0
C9orf147,11,99,0.3259181818181818,-0.17948787878787875,0.5054060606060605,0.1064901407343358,0.43878356681403213,1.0,1.0
BRWD1-AS2,11,99,0.28236363636363637,-0.09323939393939394,0.3756030303030303,0.1064901407343358,0.43878356681403213,1.0,1.0
LINC02370,11,99,-0.4897090909090908,-0.3995010101010101,-0.09020808080808074,0.10649289413671086,0.43878356681403213,1.0,1.0
NUMA1-AS1,11,99,0.34765454545454544,0.037934343434343445,0.309720202020202,0.1065035549576614,0.43878356681403213,1.0,1.0
PSMB5,11,99,0.3901636363636363,-0.14863434343434342,0.5387979797979797,0.10650513308824655,0.43878356681403213,1.0,1.0
ZNF180,11,99,0.6051727272727271,0.0016090909090908845,0.6035636363636362,0.10650513308824655,0.43878356681403213,1.0,1.0
SYTL3,11,99,-0.40840909090909094,0.17635252525252526,-0.5847616161616163,0.10650513308824655,0.43878356681403213,1.0,1.0
TIAM2,11,99,0.41012727272727273,-0.04762020202020202,0.45774747474747474,0.10650513308824655,0.43878356681403213,1.0,1.0
CHURC1,11,99,-0.4911545454545454,0.02041313131313132,-0.5115676767676767,0.10650513308824655,0.43878356681403213,1.0,1.0
DNAJC6,11,99,0.013272727272727285,-0.20019292929292926,0.21346565656565655,0.10650513308824655,0.43878356681403213,1.0,1.0
MATN1-AS1,11,99,0.6067,0.2005868686868687,0.4061131313131313,0.10650592215248614,0.43878356681403213,1.0,1.0
FBXL20,11,99,0.5156727272727273,-0.07458888888888889,0.5902616161616162,0.10650592215248614,0.43878356681403213,1.0,1.0
IL6ST,11,99,0.5238272727272727,0.008565656565656549,0.5152616161616161,0.10650592215248614,0.43878356681403213,1.0,1.0
SESTD1,11,99,-0.38011818181818186,0.10953737373737374,-0.4896555555555556,0.10650592215248614,0.43878356681403213,1.0,1.0
APOPT1,11,99,-0.5907000000000001,-0.02729090909090909,-0.563409090909091,0.10650592215248614,0.43878356681403213,1.0,1.0
DYRK1B,11,99,0.45215454545454564,0.014606060606060609,0.437548484848485,0.10650592215248614,0.43878356681403213,1.0,1.0
SNORA4,11,99,0.39575454545454547,0.007229292929292916,0.38852525252525255,0.10650592215248614,0.43878356681403213,1.0,1.0
PHC1,11,99,0.5327636363636364,0.036818181818181826,0.49594545454545463,0.10650592215248614,0.43878356681403213,1.0,1.0
CASK,11,99,0.4592181818181819,-0.047565656565656554,0.5067838383838384,0.10650592215248614,0.43878356681403213,1.0,1.0
ACOT9,11,99,0.33943636363636376,-0.18296262626262624,0.52239898989899,0.10650592215248614,0.43878356681403213,1.0,1.0
PNPO,11,99,-0.5599545454545454,-0.06464949494949494,-0.4953050505050504,0.10650592215248614,0.43878356681403213,1.0,1.0
GLS,11,99,0.45671818181818175,-0.013242424242424257,0.469960606060606,0.10650592215248614,0.43878356681403213,1.0,1.0
LOC100129697,11,99,0.43879090909090906,0.026970707070707076,0.411820202020202,0.10650592215248614,0.43878356681403213,1.0,1.0
C14orf28,11,99,0.4244545454545454,0.06477575757575757,0.3596787878787878,0.10650592215248614,0.43878356681403213,1.0,1.0
LYAR,11,99,-0.5942909090909091,-0.03900000000000001,-0.5552909090909091,0.10650592215248614,0.43878356681403213,1.0,1.0
COTL1,11,99,-0.5044363636363637,0.05251515151515149,-0.5569515151515152,0.10650592215248614,0.43878356681403213,1.0,1.0
CCDC64,11,99,0.5963363636363637,0.09261515151515153,0.5037212121212121,0.10650592215248614,0.43878356681403213,1.0,1.0
ACADVL,11,99,-0.46266363636363633,0.12466464646464645,-0.5873282828282828,0.10650592215248614,0.43878356681403213,1.0,1.0
NSD1,11,99,0.4339454545454546,0.014862626262626242,0.41908282828282833,0.10650592215248614,0.43878356681403213,1.0,1.0
NYAP2,11,99,-0.3248090909090909,-0.2559878787878788,-0.06882121212121206,0.10655353180779505,0.438903058380633,1.0,1.0
OR2C1,11,99,0.06660909090909091,-0.37206363636363643,0.4386727272727273,0.10670415493215162,0.43937308062381314,1.0,1.0
FXYD4,11,99,-0.6945272727272728,-0.4439626262626262,-0.25056464646464655,0.10670489100864033,0.43937308062381314,1.0,1.0
SPATA12,11,99,-0.6304363636363637,-0.43020808080808076,-0.20022828282828292,0.10679199043346299,0.43965498330286074,1.0,1.0
MAGEA6,11,99,-0.5890636363636363,-0.728941414141414,0.13987777777777766,0.10683792656484065,0.4397673508400961,1.0,1.0
BCORP1,11,99,0.5661727272727272,-0.4639383838383839,1.0301111111111112,0.10697794247685487,0.44026686375244356,1.0,1.0
SLC16A8,11,99,-0.4584363636363636,-0.12460909090909092,-0.33382727272727264,0.1072833340826809,0.4414466860300789,1.0,1.0
BRINP1,11,99,-0.4519090909090909,-0.605031313131313,0.15312222222222205,0.10734268734936371,0.4416138811600087,1.0,1.0
CRYBA4,11,99,-0.3963636363636363,-0.1377161616161616,-0.25864747474747474,0.10789641704363669,0.4431909459180302,1.0,1.0
OGN,11,99,-0.4938636363636364,-0.058345454545454555,-0.43551818181818186,0.10816088243501577,0.4431909459180302,1.0,1.0
MYRF-AS1,11,99,-0.5265545454545454,-0.42974444444444443,-0.09681010101010096,0.10816332841550275,0.4431909459180302,1.0,1.0
SNORD82,11,99,0.3570272727272727,-0.1989020202020202,0.5559292929292929,0.10839406193415674,0.4431909459180302,1.0,1.0
DLEU7-AS1,11,99,-0.6606090909090908,-0.20854949494949498,-0.45205959595959583,0.10839960020364509,0.4431909459180302,1.0,1.0
TPSAB1,11,99,-0.4335090909090909,-0.18737575757575758,-0.24613333333333332,0.10855108471972097,0.4431909459180302,1.0,1.0
JAKMIP2,11,99,0.37715454545454546,-0.07945858585858585,0.4566131313131313,0.10863795261823818,0.4431909459180302,1.0,1.0
RTCA-AS1,11,99,0.4266999999999999,-0.17857878787878792,0.6052787878787879,0.10863874952936171,0.4431909459180302,1.0,1.0
MT1E,11,99,-0.4546181818181818,-0.1035232323232323,-0.3510949494949495,0.10866743781979525,0.4431909459180302,1.0,1.0
MEFV,11,99,-0.3810454545454545,-0.03571010101010099,-0.34533535353535355,0.10868257846168082,0.4431909459180302,1.0,1.0
CTU1,11,99,-0.4443727272727273,-0.031519191919191905,-0.4128535353535354,0.10868257846168082,0.4431909459180302,1.0,1.0
SCO2,11,99,-0.5136909090909092,-0.007383838383838397,-0.5063070707070708,0.10868337532990542,0.4431909459180302,1.0,1.0
BCAM,11,99,-0.5111272727272728,-0.06859090909090909,-0.44253636363636367,0.10868337532990542,0.4431909459180302,1.0,1.0
LDOC1,11,99,0.5387090909090909,0.01903737373737372,0.5196717171717172,0.10868337532990542,0.4431909459180302,1.0,1.0
PMS2P2,11,99,0.5127999999999999,-0.04592929292929292,0.5587292929292929,0.10868337532990542,0.4431909459180302,1.0,1.0
FKBP7,11,99,-0.5335636363636365,-0.031670707070707085,-0.5018929292929294,0.10868337532990542,0.4431909459180302,1.0,1.0
MEX3D,11,99,0.22680909090909093,-0.08385353535353536,0.3106626262626263,0.10868337532990542,0.4431909459180302,1.0,1.0
ATP8B3,11,99,-0.4284818181818182,0.057141414141414125,-0.4856232323232323,0.1086841721973635,0.4431909459180302,1.0,1.0
TGM2,11,99,-0.0008090909090909108,-0.20154040404040405,0.20073131313131315,0.1086841721973635,0.4431909459180302,1.0,1.0
GPATCH4,11,99,-0.5479000000000002,0.036986868686868686,-0.5848868686868689,0.1086841721973635,0.4431909459180302,1.0,1.0
MYO1F,11,99,-0.34211818181818177,0.09836565656565656,-0.4404838383838383,0.1086841721973635,0.4431909459180302,1.0,1.0
UBL4A,11,99,-0.44526363636363636,0.00012121212121212861,-0.4453848484848485,0.1086841721973635,0.4431909459180302,1.0,1.0
CD3E,11,99,0.6376,0.0866050505050505,0.5509949494949494,0.1086841721973635,0.4431909459180302,1.0,1.0
LACTB,11,99,0.42044545454545457,0.0018434343434343412,0.41860202020202025,0.1086841721973635,0.4431909459180302,1.0,1.0
MPEG1,11,99,-0.48476363636363645,0.010198989898989918,-0.4949626262626264,0.1086841721973635,0.4431909459180302,1.0,1.0
RAB3GAP1,11,99,0.4584727272727273,0.0312888888888889,0.4271838383838384,0.1086841721973635,0.4431909459180302,1.0,1.0
CASP9,11,99,-0.2684545454545455,0.13725757575757574,-0.40571212121212125,0.1086841721973635,0.4431909459180302,1.0,1.0
CLINT1,11,99,0.6124272727272728,-0.0830131313131313,0.6954404040404041,0.1086841721973635,0.4431909459180302,1.0,1.0
GEN1,11,99,-0.3357636363636364,0.09176161616161611,-0.4275252525252525,0.1086841721973635,0.4431909459180302,1.0,1.0
SNHG3,11,99,-0.44340909090909086,0.04627575757575759,-0.48968484848484845,0.1086841721973635,0.4431909459180302,1.0,1.0
C19orf38,11,99,-0.5321727272727272,0.025406060606060602,-0.5575787878787879,0.1086841721973635,0.4431909459180302,1.0,1.0
RRAGD,11,99,-0.5176454545454545,-0.010935353535353552,-0.5067101010101009,0.1086841721973635,0.4431909459180302,1.0,1.0
