gene,positive_n,negative_n,positive_mean_z,negative_mean_z,delta_z,mw_p,bh_fdr,by_fdr,holm_fwer
ESX1,11,99,-1.0031999999999999,-0.9417939393939395,-0.06140606060606035,0.3357242851020943,0.7052302658556014,1.0,1.0
OR2T12,11,99,-0.8912999999999998,-0.8314161616161616,-0.05988383838383815,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC02681,11,99,-0.8495000000000001,-0.7770626262626267,-0.07243737373737347,0.3357242851020943,0.7052302658556014,1.0,1.0
LCN9,11,99,-0.8379999999999999,-0.7731494949494946,-0.06485050505050527,0.3357242851020943,0.7052302658556014,1.0,1.0
LNX1-AS2,11,99,-0.7904999999999999,-0.7236474747474744,-0.0668525252525255,0.3357242851020943,0.7052302658556014,1.0,1.0
LOC284898,11,99,-0.8039000000000001,-0.7837818181818181,-0.020118181818181924,0.3357242851020943,0.7052302658556014,1.0,1.0
USH2A-AS2,11,99,-0.9007000000000001,-0.8226070707070706,-0.07809292929292944,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC00613,11,99,-1.2281999999999997,-1.130954545454545,-0.09724545454545463,0.3357242851020943,0.7052302658556014,1.0,1.0
ANKRD34C-AS1,11,99,-0.6742,-0.641568686868687,-0.03263131313131307,0.3357242851020943,0.7052302658556014,1.0,1.0
SPACA7,11,99,-0.8698999999999999,-0.7949141414141414,-0.07498585858585849,0.3357242851020943,0.7052302658556014,1.0,1.0
SLC25A48-AS1,11,99,-0.9343,-0.8692676767676768,-0.06503232323232322,0.3357242851020943,0.7052302658556014,1.0,1.0
PCDH9-AS3,11,99,-1.0616,-0.9878858585858588,-0.07371414141414134,0.3357242851020943,0.7052302658556014,1.0,1.0
MIR511,11,99,-1.1629000000000003,-1.0847979797979797,-0.07810202020202062,0.3357242851020943,0.7052302658556014,1.0,1.0
CARTPT,11,99,-0.7279,-0.6824363636363637,-0.04546363636363626,0.3357242851020943,0.7052302658556014,1.0,1.0
MIR518A2,11,99,-0.9262,-0.8493484848484847,-0.07685151515151534,0.3357242851020943,0.7052302658556014,1.0,1.0
PLCXD2-AS1,11,99,-1.0424000000000002,-0.966057575757576,-0.07634242424242421,0.3357242851020943,0.7052302658556014,1.0,1.0
CDRT15L2,11,99,-0.7015000000000001,-0.6738818181818181,-0.027618181818181986,0.3357242851020943,0.7052302658556014,1.0,1.0
OR5T3,11,99,-0.7401,-0.701070707070707,-0.039029292929293025,0.3357242851020943,0.7052302658556014,1.0,1.0
MIR4788,11,99,-0.91,-0.8415121212121212,-0.06848787878787888,0.3357242851020943,0.7052302658556014,1.0,1.0
IGFL4,11,99,-1.1369000000000002,-1.0268626262626264,-0.11003737373737388,0.3357242851020943,0.7052302658556014,1.0,1.0
MIR200B,11,99,-1.1710999999999998,-1.070053535353535,-0.10104646464646483,0.3357242851020943,0.7052302658556014,1.0,1.0
UBTFL1,11,99,-1.1968999999999999,-1.1135636363636363,-0.08333636363636354,0.3357242851020943,0.7052302658556014,1.0,1.0
DLGAP2-AS1,11,99,-0.7062,-0.6691989898989898,-0.0370010101010102,0.3357242851020943,0.7052302658556014,1.0,1.0
GJB4,11,99,-0.9519000000000001,-0.8925676767676768,-0.05933232323232329,0.3357242851020943,0.7052302658556014,1.0,1.0
MIR4735,11,99,-1.2926,-1.221689898989899,-0.07091010101010098,0.3357242851020943,0.7052302658556014,1.0,1.0
MIR4740,11,99,-0.9626,-0.8985585858585857,-0.06404141414141429,0.3357242851020943,0.7052302658556014,1.0,1.0
GLYCAM1,11,99,-0.9117999999999999,-0.8639454545454545,-0.04785454545454548,0.3357242851020943,0.7052302658556014,1.0,1.0
PDHA2,11,99,-1.0129,-0.919539393939394,-0.09336060606060592,0.3357242851020943,0.7052302658556014,1.0,1.0
DEFB121,11,99,-0.784,-0.7319868686868687,-0.052013131313131344,0.3357242851020943,0.7052302658556014,1.0,1.0
DEFB125,11,99,-0.9944000000000002,-0.9503393939393939,-0.044060606060606244,0.3357242851020943,0.7052302658556014,1.0,1.0
MIR663B,11,99,-0.7687999999999999,-0.7104686868686868,-0.05833131313131312,0.3357242851020943,0.7052302658556014,1.0,1.0
DEFB134,11,99,-1.0198,-0.9587242424242425,-0.06107575757575756,0.3357242851020943,0.7052302658556014,1.0,1.0
DDX11L5,11,99,-0.7611,-0.7247282828282827,-0.03637171717171728,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC00207,11,99,-0.6855000000000001,-0.619230303030303,-0.06626969696969709,0.3357242851020943,0.7052302658556014,1.0,1.0
IGSF11-AS1,11,99,-0.8091000000000002,-0.732069696969697,-0.07703030303030312,0.3357242851020943,0.7052302658556014,1.0,1.0
EFCAB14-AS1,11,99,-1.1236,-1.0382525252525252,-0.08534747474747473,0.3357242851020943,0.7052302658556014,1.0,1.0
NRG1-IT3,11,99,-0.7001999999999999,-0.6629747474747474,-0.03722525252525255,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC02764,11,99,-0.7572,-0.6968484848484847,-0.06035151515151527,0.3357242851020943,0.7052302658556014,1.0,1.0
PSG7,11,99,-0.6864999999999999,-0.6413010101010099,-0.04519898989898996,0.3357242851020943,0.7052302658556014,1.0,1.0
PSG8,11,99,-0.7045000000000001,-0.6610747474747475,-0.043425252525252644,0.3357242851020943,0.7052302658556014,1.0,1.0
OR4N5,11,99,-1.7900999999999998,-1.666462626262626,-0.12363737373737371,0.3357242851020943,0.7052302658556014,1.0,1.0
OR4X2,11,99,-0.7654,-0.7202434343434341,-0.045156565656565895,0.3357242851020943,0.7052302658556014,1.0,1.0
MBD3L2B,11,99,-1.6497,-1.5398020202020197,-0.10989797979798022,0.3357242851020943,0.7052302658556014,1.0,1.0
PCAT4,11,99,-0.6260000000000001,-0.5852686868686868,-0.040731313131313285,0.3357242851020943,0.7052302658556014,1.0,1.0
C3orf30,11,99,-0.7213000000000002,-0.6830141414141415,-0.038285858585858645,0.3357242851020943,0.7052302658556014,1.0,1.0
RPS6KA2-AS1,11,99,-0.9968,-0.9194808080808082,-0.07731919191919179,0.3357242851020943,0.7052302658556014,1.0,1.0
RPS7P5,11,99,-0.6047000000000001,-0.580608080808081,-0.02409191919191911,0.3357242851020943,0.7052302658556014,1.0,1.0
MIR4497,11,99,-1.1706,-1.1039727272727273,-0.06662727272727276,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC01276,11,99,-0.7438000000000001,-0.6700565656565655,-0.07374343434343467,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC01343,11,99,-0.7352999999999998,-0.6807999999999997,-0.054500000000000104,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC01584,11,99,-0.6296999999999999,-0.6046787878787878,-0.02502121212121211,0.3357242851020943,0.7052302658556014,1.0,1.0
B4GALT4-AS1,11,99,-0.7666000000000001,-0.7204161616161618,-0.046183838383838216,0.3357242851020943,0.7052302658556014,1.0,1.0
KRT37,11,99,-0.7483000000000001,-0.7033121212121213,-0.0449878787878788,0.3357242851020943,0.7052302658556014,1.0,1.0
KRT6A,11,99,-0.6911000000000002,-0.6476747474747476,-0.04342525252525253,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC02510,11,99,-0.6441,-0.608221212121212,-0.035878787878787954,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC02192,11,99,-0.6501,-0.6231121212121213,-0.026987878787878672,0.3357242851020943,0.7052302658556014,1.0,1.0
MIR577,11,99,-1.6423999999999999,-1.5345444444444445,-0.10785555555555537,0.3357242851020943,0.7052302658556014,1.0,1.0
OR10K2,11,99,-0.9306,-0.8590252525252525,-0.07157474747474746,0.3357242851020943,0.7052302658556014,1.0,1.0
OR10Q1,11,99,-0.9862000000000001,-0.9196636363636362,-0.06653636363636384,0.3357242851020943,0.7052302658556014,1.0,1.0
OR11H2,11,99,-0.4691,-0.45825252525252524,-0.010847474747474772,0.3357242851020943,0.7052302658556014,1.0,1.0
CFAP44-AS1,11,99,-0.825,-0.7714989898989899,-0.05350101010101005,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC01450,11,99,-1.0721000000000003,-1.0083727272727276,-0.06372727272727263,0.3357242851020943,0.7052302658556014,1.0,1.0
CFHR4,11,99,-0.7234999999999999,-0.6381595959595959,-0.085340404040404,0.3357242851020943,0.7052302658556014,1.0,1.0
INS,11,99,-0.7438000000000001,-0.703660606060606,-0.04013939393939414,0.3357242851020943,0.7052302658556014,1.0,1.0
RN7SL811P,11,99,-0.7818000000000002,-0.6957909090909092,-0.08600909090909092,0.3357242851020943,0.7052302658556014,1.0,1.0
LY6L,11,99,-0.5255,-0.4690434343434344,-0.056456565656565594,0.3357242851020943,0.7052302658556014,1.0,1.0
SERPINA10,11,99,-0.8956,-0.8146838383838383,-0.08091616161616166,0.3357242851020943,0.7052302658556014,1.0,1.0
PABPC5-AS1,11,99,-0.6361,-0.5975656565656565,-0.03853434343434348,0.3357242851020943,0.7052302658556014,1.0,1.0
SRGAP3-AS2,11,99,-1.0201999999999998,-0.9686202020202018,-0.05157979797979795,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC01522,11,99,-1.6419999999999997,-1.5153040404040403,-0.12669595959595936,0.3357242851020943,0.7052302658556014,1.0,1.0
OR11H6,11,99,-0.8416999999999999,-0.7694555555555556,-0.07224444444444433,0.3357242851020943,0.7052302658556014,1.0,1.0
LEUTX,11,99,-0.8499,-0.7978101010101011,-0.05208989898989891,0.3357242851020943,0.7052302658556014,1.0,1.0
HELT,11,99,-0.7969999999999999,-0.7378838383838384,-0.05911616161616151,0.3357242851020943,0.7052302658556014,1.0,1.0
XAGE5,11,99,-0.6582,-0.6022070707070707,-0.05599292929292932,0.3357242851020943,0.7052302658556014,1.0,1.0
LRRC30,11,99,-0.8594000000000002,-0.8136131313131312,-0.04578686868686899,0.3357242851020943,0.7052302658556014,1.0,1.0
CABS1,11,99,-0.9747,-0.9194424242424244,-0.05525757575757562,0.3357242851020943,0.7052302658556014,1.0,1.0
RNU105C,11,99,-1.2949,-1.201988888888889,-0.09291111111111094,0.3357242851020943,0.7052302658556014,1.0,1.0
AGBL4-AS1,11,99,-1.1451999999999998,-1.0615464646464645,-0.08365353535353526,0.3357242851020943,0.7052302658556014,1.0,1.0
MIR516B1,11,99,-1.1500000000000001,-1.0436212121212125,-0.10637878787878763,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC01489,11,99,-0.8297000000000001,-0.7764030303030305,-0.05329696969696962,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC01491,11,99,-1.0435,-0.9735262626262624,-0.06997373737373769,0.3357242851020943,0.7052302658556014,1.0,1.0
MIR4660,11,99,-0.9304000000000001,-0.8709575757575759,-0.059442424242424186,0.3357242851020943,0.7052302658556014,1.0,1.0
OR10A7,11,99,-0.7855,-0.7028585858585858,-0.08264141414141413,0.3357242851020943,0.7052302658556014,1.0,1.0
OR10AG1,11,99,-1.5225000000000002,-1.423275757575758,-0.09922424242424221,0.3357242851020943,0.7052302658556014,1.0,1.0
CST13P,11,99,-0.8689999999999999,-0.8181797979797979,-0.05082020202020199,0.3357242851020943,0.7052302658556014,1.0,1.0
KRTAP4-6,11,99,-0.6052,-0.5371090909090908,-0.0680909090909092,0.3357242851020943,0.7052302658556014,1.0,1.0
MIR3675,11,99,-1.2528000000000001,-1.1740111111111111,-0.07878888888888902,0.3357242851020943,0.7052302658556014,1.0,1.0
MIR1272,11,99,-0.8567,-0.778568686868687,-0.07813131313131305,0.3357242851020943,0.7052302658556014,1.0,1.0
CADM2-AS2,11,99,-0.8939,-0.8221060606060608,-0.07179393939393919,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC01987,11,99,-0.5976999999999999,-0.5826959595959595,-0.015004040404040353,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC02003,11,99,-0.8778000000000001,-0.7914060606060603,-0.0863939393939398,0.3357242851020943,0.7052302658556014,1.0,1.0
MIR152,11,99,-0.8604000000000002,-0.8238353535353536,-0.03656464646464652,0.3357242851020943,0.7052302658556014,1.0,1.0
OR51Q1,11,99,-0.9184,-0.8724303030303031,-0.04596969696969688,0.3357242851020943,0.7052302658556014,1.0,1.0
OR52A5,11,99,-0.6997,-0.6448373737373737,-0.05486262626262628,0.3357242851020943,0.7052302658556014,1.0,1.0
PAGE4,11,99,-1.0534,-0.9678747474747472,-0.08552525252525267,0.3357242851020943,0.7052302658556014,1.0,1.0
IL1F10,11,99,-0.6201,-0.5812747474747475,-0.038825252525252485,0.3357242851020943,0.7052302658556014,1.0,1.0
WNT2,11,99,-0.8806999999999999,-0.8426252525252528,-0.03807474747474715,0.3357242851020943,0.7052302658556014,1.0,1.0
KRTAP27-1,11,99,-0.9425000000000001,-0.8786434343434344,-0.06385656565656572,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC00851,11,99,-0.7969,-0.7567656565656565,-0.04013434343434352,0.3357242851020943,0.7052302658556014,1.0,1.0
MIR3915,11,99,-0.7134999999999999,-0.6855737373737373,-0.027926262626262632,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC01947,11,99,-0.7832,-0.7459434343434341,-0.037256565656565876,0.3357242851020943,0.7052302658556014,1.0,1.0
OR7A10,11,99,-1.0724,-0.9905292929292929,-0.0818707070707071,0.3357242851020943,0.7052302658556014,1.0,1.0
MIR525,11,99,-0.9093999999999999,-0.8239898989898992,-0.08541010101010071,0.3357242851020943,0.7052302658556014,1.0,1.0
NLGN1-AS1,11,99,-0.7218,-0.6970333333333333,-0.024766666666666715,0.3357242851020943,0.7052302658556014,1.0,1.0
PWRN2,11,99,-0.7658000000000001,-0.711338383838384,-0.054461616161616155,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC01000,11,99,-0.6932,-0.6312848484848484,-0.06191515151515159,0.3357242851020943,0.7052302658556014,1.0,1.0
KRBOX1-AS1,11,99,-0.6597999999999999,-0.6280646464646463,-0.031735353535353616,0.3357242851020943,0.7052302658556014,1.0,1.0
OR5T2,11,99,-0.9549,-0.8920464646464646,-0.06285353535353533,0.3357242851020943,0.7052302658556014,1.0,1.0
OR6V1,11,99,-0.9304000000000001,-0.8615646464646466,-0.06883535353535353,0.3357242851020943,0.7052302658556014,1.0,1.0
NEBL-AS1,11,99,-0.9311000000000003,-0.8759161616161617,-0.05518383838383856,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC01898,11,99,-0.7425,-0.7102353535353536,-0.03226464646464644,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC01927,11,99,-0.7346,-0.70569898989899,-0.028901010101009983,0.3357242851020943,0.7052302658556014,1.0,1.0
ISL1-DT,11,99,-0.8871000000000001,-0.8423353535353536,-0.04476464646464651,0.3357242851020943,0.7052302658556014,1.0,1.0
GPR139,11,99,-0.8003999999999999,-0.7610949494949492,-0.03930505050505073,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC01708,11,99,-0.8308999999999999,-0.7729222222222221,-0.057977777777777795,0.3357242851020943,0.7052302658556014,1.0,1.0
LINC01741,11,99,-0.9169,-0.853851515151515,-0.06304848484848502,0.3357242851020943,0.7052302658556014,1.0,1.0
OR6B3,11,99,-0.9181000000000001,-0.8483101010101011,-0.06978989898989907,0.3357242851020943,0.7052302658556014,1.0,1.0
OR6C3,11,99,-0.9540000000000002,-0.8888434343434343,-0.06515656565656591,0.3357242851020943,0.7052302658556014,1.0,1.0
ZP4,11,99,-0.8293,-0.7741151515151516,-0.05518484848484839,0.3357242851020943,0.7052302658556014,1.0,1.0
OR8T1P,11,99,-0.6501,-0.5888474747474749,-0.061252525252525114,0.3357242851020943,0.7052302658556014,1.0,1.0
HTR1B,11,99,-1.1906999999999999,-1.1145818181818181,-0.07611818181818175,0.3357242851020943,0.7052302658556014,1.0,1.0
MIR5002,11,99,-1.1605000000000003,-1.0766414141414142,-0.08385858585858608,0.3357242851020943,0.7052302658556014,1.0,1.0
SH3BP4,11,99,-0.48454545454545445,0.128189898989899,-0.6127353535353535,0.3360664363899366,0.7058861396526226,1.0,1.0
BHLHE41,11,99,0.3024454545454546,-0.07538787878787877,0.37783333333333335,0.336175446988332,0.7059520175664545,1.0,1.0
LINC01470,11,99,-0.36215454545454545,-0.30277676767676764,-0.05937777777777781,0.33618999266522354,0.7059520175664545,1.0,1.0
IQSEC3,11,99,-0.1164090909090909,-0.07074545454545454,-0.045663636363636365,0.3362103196058488,0.7059520175664545,1.0,1.0
LINC00854,11,99,0.02008181818181817,-0.12104141414141413,0.1411232323232323,0.33626915530793555,0.7059520175664545,1.0,1.0
DOCK3,11,99,-0.08206363636363637,-0.10457474747474747,0.022511111111111107,0.3362996568569153,0.7059520175664545,1.0,1.0
CLIP3,11,99,0.3146,0.016593939393939397,0.2980060606060606,0.3363051031416219,0.7059520175664545,1.0,1.0
ZNF618,11,99,0.28857272727272726,0.03597777777777779,0.2525949494949495,0.33630728161983114,0.7059520175664545,1.0,1.0
LAMA4,11,99,-0.36024545454545454,-0.20519595959595963,-0.1550494949494949,0.337086668656564,0.7071324646518031,1.0,1.0
STAC2,11,99,-0.37974545454545455,-0.037866666666666667,-0.3418787878787879,0.3375713424462413,0.7071324646518031,1.0,1.0
TAAR1,11,99,-1.0560636363636362,-0.9165414141414143,-0.13952222222222188,0.3376466615481253,0.7071324646518031,1.0,1.0
SLC9A2,11,99,-0.5244818181818182,-0.42244747474747474,-0.10203434343434342,0.3376713738281667,0.7071324646518031,1.0,1.0
CHL1-AS1,11,99,-0.5910272727272727,-0.540568686868687,-0.05045858585858576,0.3377133374770025,0.7071324646518031,1.0,1.0
CERS3,11,99,0.22188181818181818,-0.13425454545454543,0.3561363636363636,0.3377573571711513,0.7071324646518031,1.0,1.0
MIR520C,11,99,-0.7754363636363635,-0.7797626262626262,0.004326262626262678,0.3379090726124584,0.7071324646518031,1.0,1.0
SV2C,11,99,-0.4603,-0.1414717171717172,-0.3188282828282828,0.3379784990222776,0.7071324646518031,1.0,1.0
LINC02345,11,99,-0.28230909090909095,-0.24889696969696973,-0.033412121212121226,0.3381973377772626,0.7071324646518031,1.0,1.0
GBP1P1,11,99,0.17599999999999996,-0.08192525252525253,0.2579252525252525,0.3382031852053585,0.7071324646518031,1.0,1.0
CHRNA6,11,99,-0.5152272727272728,-0.36029898989898995,-0.1549282828282828,0.33851793094129834,0.7071324646518031,1.0,1.0
WBP2NL,11,99,0.16133636363636364,-0.026841414141414163,0.1881777777777778,0.33879520361849913,0.7071324646518031,1.0,1.0
KRTAP5-8,11,99,0.40641818181818185,0.13052626262626266,0.2758919191919192,0.33880718101010576,0.7071324646518031,1.0,1.0
TMEM158,11,99,-0.3825090909090909,-0.016196969696969706,-0.3663121212121212,0.33881589145141644,0.7071324646518031,1.0,1.0
CDON,11,99,-0.41019090909090905,0.015063636363636376,-0.42525454545454544,0.33881589145141644,0.7071324646518031,1.0,1.0
MED6,11,99,0.27594545454545455,-0.010448484848484891,0.2863939393939394,0.33881698023355156,0.7071324646518031,1.0,1.0
DNAJC3-AS1,11,99,0.16040909090909092,-0.07578989898989902,0.23619898989898994,0.33881698023355156,0.7071324646518031,1.0,1.0
ATG3,11,99,-0.3264181818181818,-0.04037373737373736,-0.28604444444444443,0.33881698023355156,0.7071324646518031,1.0,1.0
DONSON,11,99,-0.4002909090909091,-0.09541515151515152,-0.3048757575757576,0.33881698023355156,0.7071324646518031,1.0,1.0
MYL5,11,99,0.4083454545454545,0.142220202020202,0.26612525252525254,0.3388180690105693,0.7071324646518031,1.0,1.0
FOXN3-AS1,11,99,-0.3642999999999999,-0.0633111111111111,-0.3009888888888888,0.3388180690105693,0.7071324646518031,1.0,1.0
TRAF7,11,99,-0.3289,-0.006269696969696949,-0.3226303030303031,0.3388180690105693,0.7071324646518031,1.0,1.0
ZNF395,11,99,-0.0645090909090909,0.12435252525252526,-0.18886161616161617,0.3388180690105693,0.7071324646518031,1.0,1.0
CPSF3L,11,99,0.28232727272727276,0.04447979797979798,0.23784747474747478,0.3388180690105693,0.7071324646518031,1.0,1.0
ZNF382,11,99,0.2981454545454545,0.04150101010101012,0.25664444444444434,0.3388180690105693,0.7071324646518031,1.0,1.0
PRCC,11,99,-0.1291181818181818,0.030441414141414134,-0.15955959595959593,0.3388180690105693,0.7071324646518031,1.0,1.0
PABPN1,11,99,0.321309090909091,-0.041310101010101005,0.362619191919192,0.3388180690105693,0.7071324646518031,1.0,1.0
PITHD1,11,99,-0.29026363636363645,-0.080589898989899,-0.20967373737373746,0.3388180690105693,0.7071324646518031,1.0,1.0
CPPED1,11,99,0.08962727272727275,-0.059847474747474746,0.14947474747474748,0.3388180690105693,0.7071324646518031,1.0,1.0
C11orf31,11,99,-0.3829272727272727,-0.034090909090909116,-0.3488363636363636,0.3388180690105693,0.7071324646518031,1.0,1.0
KAT7,11,99,0.29019999999999996,-0.04860202020202018,0.33880202020202016,0.3388180690105693,0.7071324646518031,1.0,1.0
SQLE,11,99,-0.24338181818181817,0.023556565656565654,-0.2669383838383838,0.3388180690105693,0.7071324646518031,1.0,1.0
SCML1,11,99,-0.2998727272727273,0.07096161616161614,-0.3708343434343434,0.3388180690105693,0.7071324646518031,1.0,1.0
AP2M1,11,99,-0.3246272727272727,-0.04023939393939395,-0.28438787878787875,0.3388180690105693,0.7071324646518031,1.0,1.0
GDPD5,11,99,0.14118181818181819,-0.08177575757575758,0.22295757575757577,0.3388180690105693,0.7071324646518031,1.0,1.0
HNRNPD,11,99,0.17950000000000002,0.011001010101010105,0.16849898989898993,0.3388180690105693,0.7071324646518031,1.0,1.0
LTB4R2,11,99,-0.2690090909090909,0.010178787878787851,-0.27918787878787876,0.3388180690105693,0.7071324646518031,1.0,1.0
RBM14,11,99,0.26782727272727275,-0.03775151515151514,0.3055787878787879,0.3388180690105693,0.7071324646518031,1.0,1.0
HAX1,11,99,-0.27503636363636363,-0.027206060606060612,-0.247830303030303,0.3388180690105693,0.7071324646518031,1.0,1.0
WDR43,11,99,-0.3354636363636363,0.033801010101010075,-0.36926464646464635,0.3388180690105693,0.7071324646518031,1.0,1.0
ARL13B,11,99,0.34769090909090905,0.006969696969696956,0.3407212121212121,0.3388180690105693,0.7071324646518031,1.0,1.0
PNN,11,99,0.17592727272727274,0.015620202020202003,0.16030707070707073,0.3388180690105693,0.7071324646518031,1.0,1.0
C19orf53,11,99,-0.30631818181818177,0.04659494949494951,-0.3529131313131313,0.3388180690105693,0.7071324646518031,1.0,1.0
XPOT,11,99,-0.39840000000000003,-0.03162020202020202,-0.366779797979798,0.3388180690105693,0.7071324646518031,1.0,1.0
FIZ1,11,99,0.26274545454545456,0.01796262626262632,0.24478282828282824,0.3388180690105693,0.7071324646518031,1.0,1.0
TBC1D22A,11,99,0.26847272727272725,0.04842929292929292,0.22004343434343432,0.3388180690105693,0.7071324646518031,1.0,1.0
LYZ,11,99,-0.4044272727272728,-0.07023838383838386,-0.3341888888888889,0.3388180690105693,0.7071324646518031,1.0,1.0
MED1,11,99,0.29467272727272725,-0.03385656565656565,0.3285292929292929,0.3388180690105693,0.7071324646518031,1.0,1.0
RPS21,11,99,-0.3846818181818181,0.000178787878787895,-0.384860606060606,0.3388180690105693,0.7071324646518031,1.0,1.0
ERCC6L2,11,99,0.38863636363636367,0.052672727272727274,0.3359636363636364,0.3388180690105693,0.7071324646518031,1.0,1.0
ANKS1A,11,99,0.17561818181818184,-0.04344949494949494,0.21906767676767677,0.3388180690105693,0.7071324646518031,1.0,1.0
C12orf66,11,99,-0.2875090909090909,0.07193838383838384,-0.35944747474747474,0.3388180690105693,0.7071324646518031,1.0,1.0
LMAN1,11,99,-0.3076,-0.054283838383838386,-0.2533161616161616,0.3388180690105693,0.7071324646518031,1.0,1.0
CEP164,11,99,0.1602,-0.08004444444444446,0.24024444444444448,0.3388180690105693,0.7071324646518031,1.0,1.0
TTLL1,11,99,-0.31335454545454544,-0.024431313131313116,-0.2889232323232323,0.3388180690105693,0.7071324646518031,1.0,1.0
TBC1D7,11,99,0.1431727272727273,-0.10681717171717167,0.24998989898989898,0.3388180690105693,0.7071324646518031,1.0,1.0
SPG21,11,99,-0.37399090909090904,-0.03636565656565656,-0.3376252525252525,0.3388180690105693,0.7071324646518031,1.0,1.0
RPL36A,11,99,-0.39570909090909084,-0.09449090909090907,-0.3012181818181818,0.3388180690105693,0.7071324646518031,1.0,1.0
QSOX2,11,99,0.40920909090909097,0.05755757575757577,0.3516515151515152,0.3388180690105693,0.7071324646518031,1.0,1.0
ZC3H7B,11,99,0.25054545454545457,-0.01708989898989899,0.26763535353535356,0.3388180690105693,0.7071324646518031,1.0,1.0
NDUFB4,11,99,-0.15738181818181818,0.05438989898989897,-0.21177171717171714,0.3388180690105693,0.7071324646518031,1.0,1.0
CD68,11,99,-0.30314545454545455,0.07655757575757575,-0.3797030303030303,0.3388180690105693,0.7071324646518031,1.0,1.0
TM2D2,11,99,0.0634909090909091,-0.15853636363636361,0.2220272727272727,0.3388180690105693,0.7071324646518031,1.0,1.0
CD2BP2,11,99,-0.08218181818181818,0.0902171717171717,-0.17239898989898989,0.3388180690105693,0.7071324646518031,1.0,1.0
NDUFS3,11,99,0.24017272727272723,-0.06627979797979797,0.3064525252525252,0.3388180690105693,0.7071324646518031,1.0,1.0
MIR132,11,99,-0.40301818181818183,-0.4722242424242423,0.0692060606060605,0.3389034870763189,0.7072481652627709,1.0,1.0
IL37,11,99,-0.6511727272727272,-0.39401818181818177,-0.25715454545454547,0.33919144190574124,0.7077864762986674,1.0,1.0
TTC7B-AS1,11,99,-0.8042272727272728,-0.6513969696969698,-0.15283030303030298,0.33927952314913656,0.707791317941527,1.0,1.0
LNCBRM,11,99,-0.8287818181818182,-0.6922121212121213,-0.1365696969696969,0.3392817539621249,0.707791317941527,1.0,1.0
NUDT16P1,11,99,-0.12456363636363635,-0.38271111111111106,0.2581474747474747,0.33928377377205543,0.707791317941527,1.0,1.0
GOLGA6L2,11,99,-0.07254545454545451,-0.25708383838383836,0.18453838383838383,0.33963422085937833,0.7084593880054192,1.0,1.0
FAM149A,11,99,-0.35318181818181815,-0.22600000000000006,-0.1271818181818181,0.3396640813201056,0.7084593880054192,1.0,1.0
MIR4300HG,11,99,-0.8103454545454546,-0.5570767676767675,-0.2532686868686871,0.33991776596080137,0.7088667685142231,1.0,1.0
MLANA,11,99,-0.5033363636363637,-0.39149393939393945,-0.11184242424242424,0.33991949493144946,0.7088667685142231,1.0,1.0
LINC01485,11,99,-0.5335454545454543,-0.41661414141414127,-0.11693131313131305,0.3405183158671792,0.7099900186765739,1.0,1.0
OR11A1,11,99,-0.5176909090909091,-0.40954949494949483,-0.10814141414141426,0.3405183158671792,0.7099900186765739,1.0,1.0
KRT81,11,99,-0.0493545454545454,-0.44409595959595943,0.39474141414141406,0.34084033520798485,0.710281659851321,1.0,1.0
GPR123-AS1,11,99,-0.6870727272727273,-0.6839858585858585,-0.0030868686868688044,0.3408990654021473,0.710281659851321,1.0,1.0
FAM224A,11,99,-0.9587272727272727,-0.9553212121212125,-0.0034060606060601906,0.3408990654021473,0.710281659851321,1.0,1.0
MIR4703,11,99,-1.1173727272727272,-1.129372727272727,0.011999999999999789,0.3408990654021473,0.710281659851321,1.0,1.0
KRTAP2-1,11,99,-1.0344909090909091,-1.01519898989899,-0.019291919191919193,0.3408990654021473,0.710281659851321,1.0,1.0
MIR921,11,99,-2.113745454545455,-2.064627272727273,-0.04911818181818184,0.3408990654021473,0.710281659851321,1.0,1.0
SNORD123,11,99,-1.0739454545454548,-1.067757575757576,-0.006187878787878853,0.3408990654021473,0.710281659851321,1.0,1.0
LINC00448,11,99,-0.9035909090909091,-0.8954000000000001,-0.008190909090909027,0.3408990654021473,0.710281659851321,1.0,1.0
PTGER1,11,99,0.07330909090909091,-0.17751818181818182,0.25082727272727273,0.3409615839700749,0.7103491800630635,1.0,1.0
